"","article.id","segment_n","just.dist","season","matrix_type","edge_orient","edge_age_years","AT_var","AT_var_n","varpercent.at","PAR_var","PAR_var_n","varpercent.par","RH_var","RH_var_n","varpercent.rh","SM_var","SM_var_n","varpercent.sm","ST_var","ST_var_n","varpercent.st","VPD_var","VPD_var_n","varpercent.vpd","WS_var","WS_var_n","varpercent.ws","idseg"
"292","44",NA,7,NA,"field",NA,NA,"SD",3.08,0,NA,NA,NA,"SD",4.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"293","44",NA,12,NA,"field",NA,NA,"SD",3.26,0,NA,NA,NA,"SD",5.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"294","44",NA,17,NA,"field",NA,NA,"SD",2.01,0,NA,NA,NA,"SD",6.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"295","44",NA,22,NA,"field",NA,NA,"SD",2.15,0,NA,NA,NA,"SD",3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"296","44",NA,27,NA,"field",NA,NA,"SD",2.39,0,NA,NA,NA,"SD",5.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"297","44",NA,33,NA,"field",NA,NA,"SD",1.13,0,NA,NA,NA,"SD",6.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"298","44",NA,37,NA,"field",NA,NA,"SD",0.55,0,NA,NA,NA,"SD",7.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"299","44",NA,42,NA,"field",NA,NA,"SD",2.12,0,NA,NA,NA,"SD",1.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"300","44",NA,47,NA,"field",NA,NA,"SD",3,0,NA,NA,NA,"SD",4.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"301","44",NA,53,NA,"field",NA,NA,"SD",1.4,0,NA,NA,NA,"SD",3.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"302","44",NA,57,NA,"field",NA,NA,"SD",0,NA,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"303","44",NA,62,NA,"field",NA,NA,"SD",0.72,0,NA,NA,NA,"SD",4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"304","44",NA,68,NA,"field",NA,NA,"SD",0,NA,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"305","44",NA,72,NA,"field",NA,NA,"SD",1.95,0,NA,NA,NA,"SD",5.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"306","44",NA,77,NA,"field",NA,NA,"SD",0,NA,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 NA"
"307","45","1",-10,"summer","clearing","S-W",7,"CI",0.41,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.28,-77,NA,NA,NA,NA,NA,NA,"45 1"
"308","45","1",-5,"summer","clearing","S-W",7,"CI",0.41,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.87,139,NA,NA,NA,NA,NA,NA,"45 1"
"309","45","1",0,"summer","clearing","S-W",7,"CI",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.7,-42,NA,NA,NA,NA,NA,NA,"45 1"
"310","45","1",5,"summer","clearing","S-W",7,"CI",0.82,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.36,97,NA,NA,NA,NA,NA,NA,"45 1"
"311","45","1",10,"summer","clearing","S-W",7,"CI",0.7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.96,147,NA,NA,NA,NA,NA,NA,"45 1"
"312","45","1",15,"summer","clearing","S-W",7,"CI",0.78,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.97,-19,NA,NA,NA,NA,NA,NA,"45 1"
"313","45","1",20,"summer","clearing","S-W",7,"CI",0.52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.21,1,NA,NA,NA,NA,NA,NA,"45 1"
"314","45","1",30,"summer","clearing","S-W",7,"CI",0.3,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,-100,NA,NA,NA,NA,NA,NA,"45 1"
"315","45","1",40,"summer","clearing","S-W",7,"CI",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.88,-27,NA,NA,NA,NA,NA,NA,"45 1"
"316","45","1",56,"summer","clearing","S-W",7,"CI",0.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.2,0,NA,NA,NA,NA,NA,NA,"45 1"
"317","45","2",-10,"summer","clearing","N-E",7,"CI",0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.53,0,NA,NA,NA,NA,NA,NA,"45 2"
"318","45","2",-5,"summer","clearing","N-E",7,"CI",0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.57,0,NA,NA,NA,NA,NA,NA,"45 2"
"319","45","2",0,"summer","clearing","N-E",7,"CI",0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 2"
"320","45","2",5,"summer","clearing","N-E",7,"CI",0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,0,NA,NA,NA,NA,NA,NA,"45 2"
"321","45","2",10,"summer","clearing","N-E",7,"CI",0.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.37,0,NA,NA,NA,NA,NA,NA,"45 2"
"322","45","2",15,"summer","clearing","N-E",7,"CI",0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.51,0,NA,NA,NA,NA,NA,NA,"45 2"
"323","45","2",20,"summer","clearing","N-E",7,"CI",0.64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.47,0,NA,NA,NA,NA,NA,NA,"45 2"
"324","45","2",30,"summer","clearing","N-E",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.42,0,NA,NA,NA,NA,NA,NA,"45 2"
"325","45","2",40,"summer","clearing","N-E",7,"CI",0.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 2"
"326","45","2",56,"summer","clearing","N-E",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 2"
"327","45","3",-10,"summer","clearing","S-W",7,"CI",2.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.21,0,NA,NA,NA,NA,NA,NA,"45 3"
"328","45","3",-5,"summer","clearing","S-W",7,"CI",1.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.58,0,NA,NA,NA,NA,NA,NA,"45 3"
"329","45","3",0,"summer","clearing","S-W",7,"CI",0.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.22,0,NA,NA,NA,NA,NA,NA,"45 3"
"330","45","3",5,"summer","clearing","S-W",7,"CI",0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.59,0,NA,NA,NA,NA,NA,NA,"45 3"
"331","45","3",10,"summer","clearing","S-W",7,"CI",0.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.18,0,NA,NA,NA,NA,NA,NA,"45 3"
"332","45","3",15,"summer","clearing","S-W",7,"CI",0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.84,0,NA,NA,NA,NA,NA,NA,"45 3"
"333","45","3",20,"summer","clearing","S-W",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.02,0,NA,NA,NA,NA,NA,NA,"45 3"
"334","45","3",30,"summer","clearing","S-W",7,"CI",0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,0,NA,NA,NA,NA,NA,NA,"45 3"
"335","45","3",40,"summer","clearing","S-W",7,"CI",0.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.79,0,NA,NA,NA,NA,NA,NA,"45 3"
"336","45","3",56,"summer","clearing","S-W",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 3"
"337","45","a",-10,"summer","clearing","N-E",7,"CI",1.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.5,0,NA,NA,NA,NA,NA,NA,"45 a"
"338","45","a",-5,"summer","clearing","N-E",7,"CI",1.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.22,0,NA,NA,NA,NA,NA,NA,"45 a"
"339","45","a",0,"summer","clearing","N-E",7,"CI",1.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.03,0,NA,NA,NA,NA,NA,NA,"45 a"
"340","45","a",5,"summer","clearing","N-E",7,"CI",0.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,0,NA,NA,NA,NA,NA,NA,"45 a"
"341","45","a",10,"summer","clearing","N-E",7,"CI",0.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 a"
"342","45","a",15,"summer","clearing","N-E",7,"CI",0.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.02,0,NA,NA,NA,NA,NA,NA,"45 a"
"343","45","a",20,"summer","clearing","N-E",7,"CI",0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.88,0,NA,NA,NA,NA,NA,NA,"45 a"
"344","45","a",30,"summer","clearing","N-E",7,"CI",0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,0,NA,NA,NA,NA,NA,NA,"45 a"
"345","45","a",40,"summer","clearing","N-E",7,"CI",0.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 a"
"346","45","a",56,"summer","clearing","N-E",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 a"
"347","45","b",-10,"summer","clearing","S-W",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 b"
"348","45","b",-5,"summer","clearing","S-W",7,"CI",0.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.18,0,NA,NA,NA,NA,NA,NA,"45 b"
"349","45","b",0,"summer","clearing","S-W",7,"CI",0.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 b"
"350","45","b",5,"summer","clearing","S-W",7,"CI",0.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.51,0,NA,NA,NA,NA,NA,NA,"45 b"
"351","45","b",10,"summer","clearing","S-W",7,"CI",0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 b"
"352","45","b",15,"summer","clearing","S-W",7,"CI",0.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.72,0,NA,NA,NA,NA,NA,NA,"45 b"
"353","45","b",20,"summer","clearing","S-W",7,"CI",0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.69,0,NA,NA,NA,NA,NA,NA,"45 b"
"354","45","b",30,"summer","clearing","S-W",7,"CI",0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.28,0,NA,NA,NA,NA,NA,NA,"45 b"
"355","45","b",40,"summer","clearing","S-W",7,"CI",0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.19,0,NA,NA,NA,NA,NA,NA,"45 b"
"356","45","b",56,"summer","clearing","S-W",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 b"
"357","45","c",-10,"summer","clearing","N-E",7,"CI",0.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.83,0,NA,NA,NA,NA,NA,NA,"45 c"
"358","45","c",-5,"summer","clearing","N-E",7,"CI",0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.31,0,NA,NA,NA,NA,NA,NA,"45 c"
"359","45","c",0,"summer","clearing","N-E",7,"CI",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.39,0,NA,NA,NA,NA,NA,NA,"45 c"
"360","45","c",5,"summer","clearing","N-E",7,"CI",0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.92,0,NA,NA,NA,NA,NA,NA,"45 c"
"361","45","c",10,"summer","clearing","N-E",7,"CI",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.97,0,NA,NA,NA,NA,NA,NA,"45 c"
"362","45","c",15,"summer","clearing","N-E",7,"CI",0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,0,NA,NA,NA,NA,NA,NA,"45 c"
"363","45","c",20,"summer","clearing","N-E",7,"CI",0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.07,0,NA,NA,NA,NA,NA,NA,"45 c"
"364","45","c",30,"summer","clearing","N-E",7,"CI",0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,0,NA,NA,NA,NA,NA,NA,"45 c"
"365","45","c",40,"summer","clearing","N-E",7,"CI",0.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.56,0,NA,NA,NA,NA,NA,NA,"45 c"
"366","45","c",56,"summer","clearing","N-E",7,"CI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,NA,NA,NA,NA,NA,NA,NA,"45 c"
"367","47","1",-5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"368","47","1",-2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"369","47","1",0,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"370","47","1",2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"371","47","1",5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"372","47","1",10,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"373","47","1",15,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"374","47","1",25,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"375","47","1",40,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"376","47","1",60,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"377","47","1",80,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 1"
"378","47","2",-5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"379","47","2",-2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"380","47","2",0,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"381","47","2",2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"382","47","2",5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"383","47","2",10,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"384","47","2",15,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"385","47","2",25,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"386","47","2",40,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"387","47","2",60,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"388","47","2",80,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 2"
"389","47","3",-5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"390","47","3",-2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"391","47","3",0,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"392","47","3",2,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"393","47","3",5,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"394","47","3",10,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"395","47","3",15,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"396","47","3",25,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"397","47","3",40,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"398","47","3",80,"wet","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 3"
"399","47","a",-5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"400","47","a",-2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"401","47","a",0,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"402","47","a",2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"403","47","a",5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"404","47","a",10,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"405","47","a",15,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"406","47","a",25,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"407","47","a",40,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"408","47","a",60,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"409","47","a",80,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 a"
"410","47","b",-5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"411","47","b",-2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"412","47","b",0,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"413","47","b",2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"414","47","b",5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"415","47","b",10,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"416","47","b",15,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"417","47","b",25,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"418","47","b",40,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"419","47","b",60,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"420","47","b",80,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 b"
"421","47","c",-5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"422","47","c",-2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"423","47","c",0,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"424","47","c",2,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"425","47","c",5,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"426","47","c",10,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"427","47","c",15,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"428","47","c",25,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"429","47","c",40,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"430","47","c",80,"dry","savanna","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 c"
"431","50",NA,0,NA,"grassland",NA,NA,"SE",0.22,-56,NA,NA,NA,"SE",1.29,115,"SE",1.93,-20,"SE",0.37,48,NA,NA,NA,NA,NA,NA,"50 NA"
"432","50",NA,15,NA,"grassland",NA,NA,"SE",0.16,-68,NA,NA,NA,"SE",0.95,58,"SE",2.17,-10,"SE",0.23,-8,NA,NA,NA,NA,NA,NA,"50 NA"
"433","50",NA,30,NA,"grassland",NA,NA,"SE",0.29,-42,NA,NA,NA,"SE",0.95,58,"SE",1.93,-20,"SE",0.23,-8,NA,NA,NA,NA,NA,NA,"50 NA"
"434","50",NA,45,NA,"grassland",NA,NA,"SE",0.5,0,NA,NA,NA,"SE",0.6,0,"SE",2.41,0,"SE",0.25,0,NA,NA,NA,NA,NA,NA,"50 NA"
"435","53","a",-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 a"
"436","53","a",0,NA,"eucalyptus.farm","NE",NA,"CI",2.25,12,NA,NA,NA,"CI",4.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 a"
"437","53","a",10,NA,"eucalyptus.farm","NE",NA,"CI",2.2,10,NA,NA,NA,"CI",4.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 a"
"438","53","a",20,NA,"eucalyptus.farm","NE",NA,"CI",2.05,2,NA,NA,NA,"CI",4.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 a"
