"article.id","segment_n","just.dist","idseg","stat_sig","percent_diff","season","matrix_type","edge_orient","edge_age_years","SD_SE_CI_V","SD_SE_CI_V_n","full_diff","PAR_var","PAR_var_n","percentPAR_diff","RH_var","RH_var_n","percentrh_diff","SM_var","SM_var_n","percentsm_diff","ST_var","ST_var_n","percentst_diff","VPD_var","VPD_var_n","percentVPD_diff","WS_var","WS_var_n","percentws_diff"
"43","a",100,"43 a",NA,1,NA,"ag.field","N",0,"SE",0,0.34,NA,NA,NA,"SE",1.97,3,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","a",175,"43 a",NA,0,NA,"ag.field","N",0,"SE",0,0,NA,NA,NA,"SE",2.19,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",0,"43 b",NA,13,NA,"ag.field","S",0,"SE",3,3.07,NA,NA,NA,"SE",1.71,-10,NA,NA,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",2,"43 b",NA,4,NA,"ag.field","S",0,"SE",0.87,0.940000000000001,NA,NA,NA,"SE",4.94,-11,NA,NA,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",5,"43 b",NA,1,NA,"ag.field","S",0,"SE",0.53,0.240000000000002,NA,NA,NA,"SE",3.12,-6,NA,NA,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",10,"43 b",NA,1,NA,"ag.field","S",0,"SE",0.51,0.129999999999999,NA,NA,NA,"SE",2.52,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",15,"43 b",NA,0,NA,"ag.field","S",0,"SE",0.56,0.0800000000000018,NA,NA,NA,"SE",3.23,-1,NA,NA,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",25,"43 b",NA,-1,NA,"ag.field","S",0,"SE",0.62,-0.199999999999999,NA,NA,NA,"SE",2.92,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",40,"43 b",NA,-1,NA,"ag.field","S",0,"SE",0.56,-0.280000000000001,NA,NA,NA,"SE",6.65,-4,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",60,"43 b",NA,-2,NA,"ag.field","S",0,"SE",1.09,-0.509999999999998,NA,NA,NA,"SE",4.44,-2,NA,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",80,"43 b",NA,-2,NA,"ag.field","S",0,"SE",0.65,-0.449999999999999,NA,NA,NA,"SE",3.33,-2,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",100,"43 b",NA,-2,NA,"ag.field","S",0,"SE",0.98,-0.530000000000001,NA,NA,NA,"SE",4.23,3,NA,NA,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","b",175,"43 b",NA,0,NA,"ag.field","S",0,"SE",0,0,NA,NA,NA,"SE",7.16,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,0,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0,4,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,2,"44 NA",NA,NA,NA,"field",NA,NA,"SD",2.21,1.09,NA,NA,NA,"SD",4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,7,"44 NA",NA,NA,NA,"field",NA,NA,"SD",3.08,0.51,NA,NA,NA,"SD",4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,12,"44 NA",NA,NA,NA,"field",NA,NA,"SD",3.26,0.21,NA,NA,NA,"SD",5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,17,"44 NA",NA,NA,NA,"field",NA,NA,"SD",2.01,0.44,NA,NA,NA,"SD",6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,22,"44 NA",NA,NA,NA,"field",NA,NA,"SD",2.15,0.0699999999999998,NA,NA,NA,"SD",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,27,"44 NA",NA,NA,NA,"field",NA,NA,"SD",2.39,-0.14,NA,NA,NA,"SD",5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,33,"44 NA",NA,NA,NA,"field",NA,NA,"SD",1.13,0.88,NA,NA,NA,"SD",6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,37,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0.55,-0.49,NA,NA,NA,"SD",7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,42,"44 NA",NA,NA,NA,"field",NA,NA,"SD",2.12,-0.49,NA,NA,NA,"SD",1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,47,"44 NA",NA,NA,NA,"field",NA,NA,"SD",3,0,NA,NA,NA,"SD",4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,53,"44 NA",NA,NA,NA,"field",NA,NA,"SD",1.4,1.02,NA,NA,NA,"SD",3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,57,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0,-0.99,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,62,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0.72,0.5,NA,NA,NA,"SD",4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,68,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0,-2.01,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,72,"44 NA",NA,NA,NA,"field",NA,NA,"SD",1.95,-1.69,NA,NA,NA,"SD",5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,77,"44 NA",NA,NA,NA,"field",NA,NA,"SD",0,0,NA,NA,NA,"SD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1",-10,"45 1",NA,14,"summer","clearing","S-W",7,"CI",0.41,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.28,31,NA,NA,NA,NA,NA,NA
"45","1",-5,"45 1",NA,13,"summer","clearing","S-W",7,"CI",0.41,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.87,21,NA,NA,NA,NA,NA,NA
"45","1",0,"45 1",NA,16,"summer","clearing","S-W",7,"CI",0,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.7,43,NA,NA,NA,NA,NA,NA
"45","1",5,"45 1",NA,11,"summer","clearing","S-W",7,"CI",0.82,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.36,47,NA,NA,NA,NA,NA,NA
"45","1",10,"45 1",NA,10,"summer","clearing","S-W",7,"CI",0.7,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.96,34,NA,NA,NA,NA,NA,NA
"45","1",15,"45 1",NA,7,"summer","clearing","S-W",7,"CI",0.78,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.97,27,NA,NA,NA,NA,NA,NA
"45","1",20,"45 1",NA,7,"summer","clearing","S-W",7,"CI",0.52,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.21,13,NA,NA,NA,NA,NA,NA
"45","1",30,"45 1",NA,5,"summer","clearing","S-W",7,"CI",0.3,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,7,NA,NA,NA,NA,NA,NA
"45","1",40,"45 1",NA,3,"summer","clearing","S-W",7,"CI",0,0.640000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.88,4,NA,NA,NA,NA,NA,NA
"45","1",56,"45 1",NA,0,"summer","clearing","S-W",7,"CI",0.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.2,0,NA,NA,NA,NA,NA,NA
"45","2",-10,"45 2",NA,13,"summer","clearing","N-E",7,"CI",0.07,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.53,19,NA,NA,NA,NA,NA,NA
"45","2",-5,"45 2",NA,9,"summer","clearing","N-E",7,"CI",0.74,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.57,12,NA,NA,NA,NA,NA,NA
"45","2",0,"45 2",NA,9,"summer","clearing","N-E",7,"CI",0.85,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,16,NA,NA,NA,NA,NA,NA
"45","2",5,"45 2",NA,7,"summer","clearing","N-E",7,"CI",0.85,0.889999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,12,NA,NA,NA,NA,NA,NA
"45","2",10,"45 2",NA,3,"summer","clearing","N-E",7,"CI",0.59,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.37,8,NA,NA,NA,NA,NA,NA
"45","2",15,"45 2",NA,4,"summer","clearing","N-E",7,"CI",0.63,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.51,7,NA,NA,NA,NA,NA,NA
"45","2",20,"45 2",NA,3,"summer","clearing","N-E",7,"CI",0.64,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.47,9,NA,NA,NA,NA,NA,NA
"45","2",30,"45 2",NA,5,"summer","clearing","N-E",7,"CI",0,0.629999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.42,5,NA,NA,NA,NA,NA,NA
"45","2",40,"45 2",NA,3,"summer","clearing","N-E",7,"CI",0.23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,3,NA,NA,NA,NA,NA,NA
"45","2",56,"45 2",NA,0,"summer","clearing","N-E",7,"CI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,0,NA,NA,NA,NA,NA,NA
"45","3",-10,"45 3",NA,6,"summer","clearing","S-W",7,"CI",2.08,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.21,6,NA,NA,NA,NA,NA,NA
"45","3",-5,"45 3",NA,5,"summer","clearing","S-W",7,"CI",1.42,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.58,15,NA,NA,NA,NA,NA,NA
"45","3",0,"45 3",NA,6,"summer","clearing","S-W",7,"CI",0.67,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.22,28,NA,NA,NA,NA,NA,NA
"45","3",5,"45 3",NA,5,"summer","clearing","S-W",7,"CI",0.74,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.59,23,NA,NA,NA,NA,NA,NA
"45","3",10,"45 3",NA,3,"summer","clearing","S-W",7,"CI",0.71,0.849999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.18,42,NA,NA,NA,NA,NA,NA
"45","3",15,"45 3",NA,2,"summer","clearing","S-W",7,"CI",0.52,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.84,30,NA,NA,NA,NA,NA,NA
"45","3",20,"45 3",NA,0,"summer","clearing","S-W",7,"CI",0,0.109999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.02,20,NA,NA,NA,NA,NA,NA
"45","3",30,"45 3",NA,-1,"summer","clearing","S-W",7,"CI",0.04,-0.219999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,15,NA,NA,NA,NA,NA,NA
"45","3",40,"45 3",NA,1,"summer","clearing","S-W",7,"CI",0.18,0.149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.79,9,NA,NA,NA,NA,NA,NA
"45","3",56,"45 3",NA,0,"summer","clearing","S-W",7,"CI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,0,NA,NA,NA,NA,NA,NA
"45","a",-10,"45 a",NA,7,"summer","clearing","N-E",7,"CI",1.16,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.5,18,NA,NA,NA,NA,NA,NA
"45","a",-5,"45 a",NA,5,"summer","clearing","N-E",7,"CI",1.41,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.22,11,NA,NA,NA,NA,NA,NA
"45","a",0,"45 a",NA,5,"summer","clearing","N-E",7,"CI",1.52,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.03,22,NA,NA,NA,NA,NA,NA
"45","a",5,"45 a",NA,1,"summer","clearing","N-E",7,"CI",0.74,0.260000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,3,NA,NA,NA,NA,NA,NA
"45","a",10,"45 a",NA,0,"summer","clearing","N-E",7,"CI",0.71,-0.0299999999999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,-1,NA,NA,NA,NA,NA,NA
"45","a",15,"45 a",NA,0,"summer","clearing","N-E",7,"CI",0.78,-0.0699999999999967,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.02,2,NA,NA,NA,NA,NA,NA
"45","a",20,"45 a",NA,-1,"summer","clearing","N-E",7,"CI",0.26,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.88,1,NA,NA,NA,NA,NA,NA
"45","a",30,"45 a",NA,-1,"summer","clearing","N-E",7,"CI",0.03,-0.149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,-7,NA,NA,NA,NA,NA,NA
"45","a",40,"45 a",NA,-2,"summer","clearing","N-E",7,"CI",0.34,-0.479999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,-1,NA,NA,NA,NA,NA,NA
"45","a",56,"45 a",NA,0,"summer","clearing","N-E",7,"CI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,0,NA,NA,NA,NA,NA,NA
"45","b",-10,"45 b",NA,10,"summer","clearing","S-W",7,"CI",0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,9,NA,NA,NA,NA,NA,NA
"45","b",-5,"45 b",NA,9,"summer","clearing","S-W",7,"CI",0.19,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.18,12,NA,NA,NA,NA,NA,NA
"45","b",0,"45 b",NA,11,"summer","clearing","S-W",7,"CI",0.45,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,16,NA,NA,NA,NA,NA,NA
"45","b",5,"45 b",NA,12,"summer","clearing","S-W",7,"CI",0.59,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.51,5,NA,NA,NA,NA,NA,NA
"45","b",10,"45 b",NA,12,"summer","clearing","S-W",7,"CI",0.55,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,18,NA,NA,NA,NA,NA,NA
"45","b",15,"45 b",NA,7,"summer","clearing","S-W",7,"CI",0.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.72,20,NA,NA,NA,NA,NA,NA
"45","b",20,"45 b",NA,3,"summer","clearing","S-W",7,"CI",0.33,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.69,13,NA,NA,NA,NA,NA,NA
"45","b",30,"45 b",NA,4,"summer","clearing","S-W",7,"CI",0.07,0.550000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.28,13,NA,NA,NA,NA,NA,NA
"45","b",40,"45 b",NA,1,"summer","clearing","S-W",7,"CI",0.12,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.19,4,NA,NA,NA,NA,NA,NA
"45","b",56,"45 b",NA,0,"summer","clearing","S-W",7,"CI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,0,NA,NA,NA,NA,NA,NA
"45","c",-10,"45 c",NA,3,"summer","clearing","N-E",7,"CI",0.27,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.83,3,NA,NA,NA,NA,NA,NA
"45","c",-5,"45 c",NA,5,"summer","clearing","N-E",7,"CI",0.22,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",2.31,22,NA,NA,NA,NA,NA,NA
"45","c",0,"45 c",NA,4,"summer","clearing","N-E",7,"CI",1,0.920000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.39,4,NA,NA,NA,NA,NA,NA
"45","c",5,"45 c",NA,4,"summer","clearing","N-E",7,"CI",0.26,0.920000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.92,2,NA,NA,NA,NA,NA,NA
"45","c",10,"45 c",NA,4,"summer","clearing","N-E",7,"CI",0.3,0.920000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.97,1,NA,NA,NA,NA,NA,NA
"45","c",15,"45 c",NA,2,"summer","clearing","N-E",7,"CI",0.63,0.440000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.11,4,NA,NA,NA,NA,NA,NA
"45","c",20,"45 c",NA,1,"summer","clearing","N-E",7,"CI",0.14,0.370000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",1.07,-5,NA,NA,NA,NA,NA,NA
"45","c",30,"45 c",NA,0,"summer","clearing","N-E",7,"CI",0.08,0.0700000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.46,-7,NA,NA,NA,NA,NA,NA
"45","c",40,"45 c",NA,-1,"summer","clearing","N-E",7,"CI",0.19,-0.259999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0.56,-6,NA,NA,NA,NA,NA,NA
"45","c",56,"45 c",NA,0,"summer","clearing","N-E",7,"CI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",0,0,NA,NA,NA,NA,NA,NA
"47","1",-5,"47 1",NA,14,"wet","savanna","NE",NA,NA,NA,2.86,NA,NA,NA,NA,NA,-24,NA,NA,NA,NA,NA,NA,NA,NA,492,NA,NA,NA
"47","1",-2,"47 1",NA,6,"wet","savanna","NE",NA,NA,NA,1.28,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
"47","1",0,"47 1",NA,4,"wet","savanna","NE",NA,NA,NA,0.729999999999997,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA
"47","1",2,"47 1",NA,2,"wet","savanna","NE",NA,NA,NA,0.459999999999997,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
"47","1",5,"47 1",NA,2,"wet","savanna","NE",NA,NA,NA,0.459999999999997,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
"47","1",10,"47 1",NA,1,"wet","savanna","NE",NA,NA,NA,0.25,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA
"47","1",15,"47 1",NA,2,"wet","savanna","NE",NA,NA,NA,0.389999999999997,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA
"47","1",25,"47 1",NA,1,"wet","savanna","NE",NA,NA,NA,0.119999999999997,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
"47","1",40,"47 1",NA,0,"wet","savanna","NE",NA,NA,NA,0.0599999999999987,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
"47","1",60,"47 1",NA,0,"wet","savanna","NE",NA,NA,NA,0.0599999999999987,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
"47","1",80,"47 1",NA,0,"wet","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"47","2",-5,"47 2",NA,8,"wet","savanna","NE",NA,NA,NA,1.62,NA,NA,NA,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
"47","2",-2,"47 2",NA,4,"wet","savanna","NE",NA,NA,NA,0.869999999999997,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
"47","2",0,"47 2",NA,3,"wet","savanna","NE",NA,NA,NA,0.52,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA
"47","2",2,"47 2",NA,2,"wet","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA
"47","2",5,"47 2",NA,1,"wet","savanna","NE",NA,NA,NA,0.18,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
"47","2",10,"47 2",NA,1,"wet","savanna","NE",NA,NA,NA,0.18,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"47","2",15,"47 2",NA,0,"wet","savanna","NE",NA,NA,NA,-0.0199999999999996,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
"47","2",25,"47 2",NA,1,"wet","savanna","NE",NA,NA,NA,0.189999999999998,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA
"47","2",40,"47 2",NA,0,"wet","savanna","NE",NA,NA,NA,0.0500000000000007,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"47","2",60,"47 2",NA,0,"wet","savanna","NE",NA,NA,NA,-0.0100000000000016,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
"47","2",80,"47 2",NA,0,"wet","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"47","3",-5,"47 3",NA,14,"wet","savanna","NE",NA,NA,NA,2.86,NA,NA,NA,NA,NA,-22,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA
"47","3",-2,"47 3",NA,7,"wet","savanna","NE",NA,NA,NA,1.35,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA
"47","3",0,"47 3",NA,4,"wet","savanna","NE",NA,NA,NA,0.870000000000001,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
"47","3",2,"47 3",NA,4,"wet","savanna","NE",NA,NA,NA,0.800000000000001,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA
"47","3",5,"47 3",NA,3,"wet","savanna","NE",NA,NA,NA,0.66,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
"47","3",10,"47 3",NA,1,"wet","savanna","NE",NA,NA,NA,0.25,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA
"47","3",15,"47 3",NA,2,"wet","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA
"47","3",25,"47 3",NA,0,"wet","savanna","NE",NA,NA,NA,0.0500000000000007,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
"47","3",40,"47 3",NA,0,"wet","savanna","NE",NA,NA,NA,0.0600000000000023,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA
"47","3",80,"47 3",NA,0,"wet","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"47","a",-5,"47 a",NA,19,"dry","savanna","NE",NA,NA,NA,4.1,NA,NA,NA,NA,NA,-18,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA
"47","a",-2,"47 a",NA,10,"dry","savanna","NE",NA,NA,NA,2.04,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
"47","a",0,"47 a",NA,4,"dry","savanna","NE",NA,NA,NA,0.940000000000001,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
"47","a",2,"47 a",NA,2,"dry","savanna","NE",NA,NA,NA,0.52,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA
"47","a",5,"47 a",NA,2,"dry","savanna","NE",NA,NA,NA,0.460000000000001,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA
"47","a",10,"47 a",NA,1,"dry","savanna","NE",NA,NA,NA,0.18,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA
"47","a",15,"47 a",NA,2,"dry","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"47","a",25,"47 a",NA,1,"dry","savanna","NE",NA,NA,NA,0.120000000000001,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"47","a",40,"47 a",NA,0,"dry","savanna","NE",NA,NA,NA,-0.0800000000000018,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"47","a",60,"47 a",NA,0,"dry","savanna","NE",NA,NA,NA,-0.0800000000000018,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"47","a",80,"47 a",NA,0,"dry","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"47","b",-5,"47 b",NA,14,"dry","savanna","NE",NA,NA,NA,2.93,NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA
"47","b",-2,"47 b",NA,8,"dry","savanna","NE",NA,NA,NA,1.69,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA
"47","b",0,"47 b",NA,3,"dry","savanna","NE",NA,NA,NA,0.73,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
"47","b",2,"47 b",NA,2,"dry","savanna","NE",NA,NA,NA,0.390000000000001,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
"47","b",5,"47 b",NA,2,"dry","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
"47","b",10,"47 b",NA,1,"dry","savanna","NE",NA,NA,NA,0.25,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"47","b",15,"47 b",NA,0,"dry","savanna","NE",NA,NA,NA,0.0500000000000007,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
